site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,plywood,0.012,rcc_slab,0.2,eps,0.025,east,1.8,1.2,0.65,2.6,22.654,29.848,0.9226,-20.82
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,plywood,0.019,rcc_slab,0.25,mineral_wool,0.05,south,1.2,1.2,0.85,2.6,22.372,27.628,0.9167,-20.878
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.019,gi_sheet,0.002,eps,0.1,west,1.8,0.9,0.85,3.5,23.678,32.829,0.9167,-20.311
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,concrete,0.2,concrete,0.1,mineral_wool,0.025,north,0.9,0.6,0.55,3.5,20.404,24.98,0.7857,-21.053
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,brick,0.115,puf_sandwich_panel,0.1,eps,0.1,north,0.6,0.6,0.75,5.8,21.769,25.7,0.8929,-20.922
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.019,gi_sheet,0.002,mineral_wool,0.025,south,1.8,0.6,0.55,3.5,22.47,31.808,0.7619,-20.308
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.23,brick,0.23,eps,0.1,north,1.2,0.6,0.65,3.5,20.084,24.347,0.7619,-21.061
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,puf_sandwich_panel,0.05,mineral_wool,0.025,east,1.5,0.9,0.35,3.5,21.578,29.956,0.7262,-20.318
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,rcc_slab,0.1,mineral_wool,0.1,west,1.5,0.6,0.65,2.6,18.182,22.943,0.631,-21.099
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,brick,0.23,eps,0.025,south,0.6,0.9,0.55,3.5,22.588,27.235,0.9226,-20.802
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,rcc_slab,0.15,eps,0.05,west,1.8,0.9,0.85,3.5,23.84,29.718,0.9286,-20.752
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.2,eps,0.025,west,1.2,1.5,0.85,2.6,21.924,28.832,0.8929,-20.835
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,plywood,0.019,concrete,0.1,eps,0.1,south,1.5,0.6,0.65,3.5,22.624,27.755,0.9286,-20.674
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,concrete,0.2,gi_sheet,0.002,mineral_wool,0.1,west,1.2,0.9,0.75,2.6,21.279,25.692,0.7976,-21.037
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,puf_sandwich_panel,0.15,mineral_wool,0.1,north,1.8,1.5,0.35,2.6,22.325,29.173,0.8869,-20.375
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.23,rcc_slab,0.15,mineral_wool,0.1,west,0.9,1.5,0.65,5.8,20.397,24.71,0.7738,-21.055
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.115,gi_sheet,0.002,mineral_wool,0.1,north,1.5,0.6,0.35,3.5,21.632,25.749,0.8929,-20.926
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.2,puf_sandwich_panel,0.05,mineral_wool,0.1,east,0.6,1.2,0.35,5.8,20.067,24.013,0.7738,-21.037
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,rcc_slab,0.2,eps,0.05,west,0.9,1.5,0.75,2.6,21.835,27.318,0.9226,-20.836
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,concrete,0.2,eps,0.025,west,0.6,1.2,0.65,3.5,22.958,27.926,0.9226,-20.812
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,puf_sandwich_panel,0.15,eps,0.1,west,0.9,0.9,0.55,5.8,23.469,27.742,0.9464,-20.211
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.075,eps,0.025,north,1.8,1.5,0.55,5.8,22.469,32.08,0.7262,-20.301
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,rcc_slab,0.1,mineral_wool,0.05,north,0.9,1.5,0.65,2.6,23.598,28.798,0.9345,-20.656
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,rammed_earth,0.45,brick,0.23,eps,0.1,east,1.5,0.9,0.75,3.5,18.32,23.228,0.6369,-21.103
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.019,puf_sandwich_panel,0.05,eps,0.1,east,0.6,0.9,0.35,5.8,22.653,27.896,0.9464,-20.274
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.1,eps,0.1,north,1.2,1.2,0.35,2.6,21.979,28.07,0.9167,-20.329
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,rcc_slab,0.15,mineral_wool,0.025,south,0.6,1.2,0.35,2.6,22.881,27.545,0.9226,-20.754
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,concrete,0.2,eps,0.025,east,0.6,1.5,0.75,2.6,20.257,24.782,0.7738,-21.077
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,concrete,0.2,none,0.0,north,1.5,1.5,0.75,3.5,20.919,34.041,0.5,-23.516
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.05,concrete,0.2,mineral_wool,0.1,south,0.9,1.5,0.85,3.5,22.758,27.482,0.9167,-20.862
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.15,brick,0.115,mineral_wool,0.05,south,0.9,1.2,0.65,2.6,21.06,25.556,0.7976,-21.02
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,plywood,0.05,brick,0.115,eps,0.1,east,1.8,0.9,0.35,2.6,22.342,27.23,0.9286,-20.715
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,brick,0.23,eps,0.025,west,1.8,1.2,0.75,3.5,22.743,30.256,0.9048,-20.826
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,brick,0.115,puf_sandwich_panel,0.075,mineral_wool,0.05,south,0.9,1.2,0.35,2.6,21.444,25.809,0.9048,-20.918
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,concrete,0.3,brick,0.115,eps,0.05,east,1.5,1.5,0.75,5.8,20.993,25.848,0.7857,-21.083
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,rcc_slab,0.15,none,0.0,east,0.9,1.5,0.75,2.6,21.649,27.824,0.8333,-21.07
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,rcc_slab,0.2,mineral_wool,0.1,west,0.9,1.2,0.35,3.5,21.839,26.42,0.9167,-20.846
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,concrete,0.1,concrete,0.1,eps,0.05,north,1.8,1.5,0.75,3.5,22.04,27.373,0.9107,-20.963
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.25,mineral_wool,0.025,south,1.5,0.9,0.55,2.6,21.503,27.62,0.9048,-20.882
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,brick,0.115,mineral_wool,0.025,west,0.9,0.6,0.85,2.6,20.227,24.639,0.7738,-21.067
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,gi_sheet,0.002,mineral_wool,0.025,east,0.9,0.9,0.35,5.8,23.121,29.711,0.9464,-20.236
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.012,concrete,0.15,mineral_wool,0.1,south,1.8,1.2,0.35,2.6,21.983,27.05,0.9226,-20.769
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,concrete,0.2,puf_sandwich_panel,0.075,none,0.0,west,1.2,1.5,0.85,3.5,20.716,27.094,0.8512,-21.031
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,plywood,0.05,concrete,0.2,eps,0.05,west,1.2,1.2,0.45,3.5,21.861,26.589,0.9167,-20.852
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.115,puf_sandwich_panel,0.05,eps,0.05,north,0.6,1.5,0.65,5.8,22.014,26.679,0.9048,-20.917
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,brick,0.23,eps,0.05,west,1.8,1.2,0.85,2.6,22.614,29.509,0.9286,-20.827
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,concrete,0.15,mineral_wool,0.05,west,0.9,1.5,0.75,5.8,22.722,29.009,0.9345,-20.78
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.05,brick,0.23,mineral_wool,0.1,north,0.9,0.9,0.85,5.8,22.342,26.516,0.9107,-20.855
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.23,rcc_slab,0.15,eps,0.025,east,0.9,1.2,0.85,3.5,21.407,26.393,0.7976,-21.054
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,rammed_earth,0.3,brick,0.115,none,0.0,south,0.9,1.5,0.55,3.5,21.182,26.967,0.8036,-21.064
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,brick,0.115,eps,0.1,south,1.8,0.9,0.35,5.8,19.498,23.632,0.756,-21.064
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.1,north,1.8,0.6,0.35,2.6,22.095,28.284,0.9226,-20.362
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,brick,0.115,mineral_wool,0.1,south,0.9,1.2,0.35,2.6,22.672,26.762,0.9286,-20.661
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.45,concrete,0.2,mineral_wool,0.025,west,1.2,0.6,0.65,3.5,18.576,22.995,0.6488,-21.104
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,plywood,0.03,concrete,0.15,eps,0.05,south,0.9,0.9,0.85,2.6,22.568,28.096,0.9286,-20.776
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,plywood,0.03,brick,0.23,mineral_wool,0.025,east,1.5,0.9,0.55,3.5,22.191,28.405,0.9286,-20.83
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.1,gi_sheet,0.002,mineral_wool,0.05,west,1.2,1.5,0.65,3.5,24.434,31.615,0.9524,-20.258
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.05,brick,0.115,none,0.0,north,0.6,1.5,0.75,2.6,24.33,34.409,0.8214,-20.623
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.019,concrete,0.2,none,0.0,west,1.5,1.2,0.55,5.8,22.131,33.63,0.619,-20.827
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,brick,0.115,none,0.0,west,0.9,0.9,0.65,5.8,20.985,35.295,0.4226,-24.736
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.345,brick,0.115,eps,0.1,south,0.6,0.6,0.45,3.5,18.638,23.081,0.6548,-21.085
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,concrete,0.15,gi_sheet,0.002,mineral_wool,0.025,west,0.9,0.6,0.85,2.6,21.051,26.016,0.8512,-20.999
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,concrete,0.2,eps,0.05,north,1.2,1.2,0.65,3.5,22.708,27.019,0.9167,-20.82
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.075,gi_sheet,0.002,mineral_wool,0.1,south,0.6,0.9,0.85,5.8,23.434,28.283,0.9464,-20.295
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,brick,0.345,brick,0.115,eps,0.1,south,1.5,1.5,0.75,5.8,20.121,24.753,0.7619,-21.08
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,brick,0.115,gi_sheet,0.002,mineral_wool,0.1,south,0.9,1.2,0.45,3.5,21.702,25.902,0.8988,-20.925
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.15,none,0.0,east,0.6,0.6,0.85,3.5,20.727,34.509,0.4643,-24.29
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.012,puf_sandwich_panel,0.075,mineral_wool,0.05,south,0.9,0.6,0.65,2.6,22.555,29.179,0.9226,-20.25
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.2,brick,0.23,none,0.0,west,1.5,0.6,0.65,3.5,20.842,27.232,0.8512,-21.063
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,concrete,0.1,mineral_wool,0.025,north,1.2,1.5,0.75,2.6,23.656,29.588,0.9345,-20.655
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,gi_sheet,0.002,eps,0.025,west,0.6,1.5,0.55,5.8,20.265,24.635,0.7798,-21.054
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.05,north,0.9,0.6,0.45,3.5,22.189,29.311,0.8631,-20.376
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,plywood,0.05,rcc_slab,0.25,mineral_wool,0.025,north,1.8,1.5,0.65,3.5,23.056,29.452,0.9286,-20.893
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,rcc_slab,0.15,eps,0.05,east,1.2,1.5,0.45,3.5,19.993,24.344,0.7738,-21.069
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,gi_sheet,0.002,mineral_wool,0.1,west,1.2,1.2,0.55,2.6,23.137,28.233,0.9464,-20.302
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.2,eps,0.025,east,0.9,0.6,0.55,3.5,21.612,27.951,0.8929,-20.836
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,rammed_earth,0.3,concrete,0.1,eps,0.05,south,0.6,0.6,0.85,2.6,19.696,23.943,0.7619,-21.068
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,plywood,0.012,brick,0.115,eps,0.05,east,0.6,0.9,0.65,3.5,22.548,28.565,0.9345,-20.646
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,brick,0.23,gi_sheet,0.002,eps,0.05,south,0.9,1.5,0.75,3.5,21.21,25.703,0.7976,-21.029
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,puf_sandwich_panel,0.1,mineral_wool,0.1,south,1.2,0.6,0.45,5.8,19.505,23.53,0.75,-21.056
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,brick,0.23,none,0.0,west,1.8,0.9,0.65,5.8,23.432,30.062,0.9286,-20.803
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.025,east,1.5,0.6,0.75,2.6,22.2,31.989,0.7321,-20.358
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,brick,0.345,concrete,0.1,eps,0.05,east,1.8,1.2,0.45,3.5,19.718,24.151,0.7619,-21.08
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,rcc_slab,0.1,mineral_wool,0.05,south,0.9,0.6,0.35,2.6,18.091,22.548,0.6369,-21.1
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.1,rcc_slab,0.15,eps,0.025,west,1.2,1.2,0.75,3.5,21.703,27.215,0.8869,-20.987
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,brick,0.23,eps,0.05,east,1.8,0.6,0.35,2.6,19.485,23.738,0.756,-21.075
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,concrete,0.3,rcc_slab,0.15,mineral_wool,0.05,south,0.6,1.5,0.85,5.8,19.365,23.854,0.744,-21.091
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,concrete,0.1,mineral_wool,0.05,west,1.8,0.9,0.35,2.6,20.8,25.115,0.8036,-20.99
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,brick,0.23,gi_sheet,0.002,eps,0.05,west,0.9,1.5,0.85,3.5,21.799,26.635,0.8095,-21.029
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,brick,0.23,eps,0.1,west,0.9,0.6,0.65,2.6,22.765,26.479,0.9107,-20.81
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,brick,0.23,mineral_wool,0.05,north,1.2,1.5,0.75,2.6,22.126,27.234,0.8155,-21.015
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,rammed_earth,0.3,rcc_slab,0.15,mineral_wool,0.05,east,0.6,0.6,0.35,2.6,19.348,23.545,0.75,-21.074
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,plywood,0.05,gi_sheet,0.002,none,0.0,north,1.8,0.6,0.45,5.8,22.746,37.94,0.4107,-20.438
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.15,eps,0.025,north,1.8,1.5,0.65,3.5,22.816,31.155,0.8631,-20.772
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,brick,0.23,mineral_wool,0.025,south,0.9,1.5,0.35,2.6,22.435,27.134,0.9226,-20.807
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.15,eps,0.1,east,0.9,1.5,0.75,2.6,23.115,30.451,0.9405,-20.335
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,brick,0.23,concrete,0.1,none,0.0,west,0.6,0.6,0.45,3.5,21.726,28.303,0.875,-21.049
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,brick,0.115,eps,0.1,south,0.6,0.9,0.35,5.8,19.281,23.381,0.7381,-21.067
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,concrete,0.1,gi_sheet,0.002,mineral_wool,0.1,north,1.2,0.6,0.65,2.6,21.524,25.656,0.8929,-20.935
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,rammed_earth,0.45,concrete,0.15,mineral_wool,0.1,east,0.9,0.6,0.55,3.5,17.727,22.571,0.619,-21.103
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.03,brick,0.115,eps,0.1,south,0.9,0.9,0.55,3.5,22.446,27.022,0.9286,-20.685
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,plywood,0.03,concrete,0.1,eps,0.1,north,1.5,1.5,0.75,2.6,24.301,30.959,0.9405,-20.691
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.05,brick,0.115,none,0.0,north,1.8,1.5,0.55,2.6,22.705,34.003,0.6369,-20.707
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,rammed_earth,0.3,concrete,0.2,eps,0.025,east,1.5,1.2,0.65,3.5,20.299,24.872,0.7738,-21.074
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,plywood,0.05,rcc_slab,0.15,eps,0.025,west,1.5,1.5,0.45,2.6,22.037,28.236,0.9226,-20.795
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,rcc_slab,0.15,eps,0.025,east,1.2,1.2,0.65,5.8,21.13,26.072,0.8512,-21.004
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,plywood,0.012,concrete,0.2,mineral_wool,0.05,north,1.5,1.2,0.45,3.5,22.224,27.778,0.9226,-20.826
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,plywood,0.03,rcc_slab,0.25,mineral_wool,0.05,south,1.8,1.2,0.35,2.6,21.54,26.394,0.9167,-20.885
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,concrete,0.2,eps,0.1,south,0.9,1.2,0.45,5.8,22.243,25.864,0.9107,-20.823
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.15,none,0.0,north,0.9,1.2,0.65,5.8,20.013,33.558,0.4643,-24.883
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.23,puf_sandwich_panel,0.05,mineral_wool,0.1,south,1.2,1.5,0.85,2.6,21.057,25.448,0.7917,-21.028
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.23,brick,0.115,mineral_wool,0.1,east,1.5,1.5,0.45,2.6,20.737,25.003,0.7917,-21.043
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,concrete,0.2,eps,0.05,north,1.2,0.6,0.75,2.6,21.91,27.221,0.9226,-20.836
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.23,rcc_slab,0.25,mineral_wool,0.05,east,0.9,0.9,0.75,5.8,20.262,24.697,0.7738,-21.068
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,concrete,0.1,gi_sheet,0.002,mineral_wool,0.05,north,1.5,1.5,0.35,5.8,21.595,26.722,0.9107,-20.922
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.115,gi_sheet,0.002,mineral_wool,0.1,north,1.8,0.9,0.55,3.5,21.751,26.097,0.9048,-20.922
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,concrete,0.3,puf_sandwich_panel,0.075,eps,0.025,west,1.8,1.2,0.75,5.8,20.747,25.475,0.7857,-21.075
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,rammed_earth,0.3,gi_sheet,0.002,eps,0.025,north,1.5,0.9,0.35,2.6,20.058,24.375,0.7857,-21.053
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,concrete,0.15,none,0.0,east,1.5,0.9,0.65,3.5,24.092,33.3,0.869,-20.75
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.15,puf_sandwich_panel,0.15,mineral_wool,0.025,west,0.6,0.9,0.75,2.6,21.007,25.417,0.875,-20.958
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,brick,0.115,rcc_slab,0.25,eps,0.025,north,0.9,1.5,0.75,5.8,21.483,26.622,0.8512,-21.012
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,concrete,0.15,brick,0.115,eps,0.05,east,1.8,0.9,0.45,2.6,20.694,25.078,0.7976,-21.017
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.05,eps,0.05,west,0.9,0.9,0.45,5.8,21.794,28.532,0.8571,-20.313
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,brick,0.23,brick,0.23,none,0.0,east,1.8,1.5,0.85,5.8,22.618,29.352,0.881,-21.055
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.075,mineral_wool,0.05,east,1.2,0.9,0.45,3.5,22.174,29.213,0.869,-20.34
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,concrete,0.2,brick,0.23,none,0.0,north,1.8,1.5,0.45,3.5,20.673,27.107,0.8452,-21.058
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.115,concrete,0.15,mineral_wool,0.05,north,0.9,1.5,0.65,3.5,21.988,26.925,0.881,-20.984
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.23,rcc_slab,0.25,eps,0.1,south,1.2,1.5,0.35,5.8,19.574,23.755,0.7619,-21.065
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,rammed_earth,0.45,rcc_slab,0.2,mineral_wool,0.025,north,1.8,0.9,0.35,3.5,18.778,23.202,0.6607,-21.103
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,180.0,brick,0.345,puf_sandwich_panel,0.075,eps,0.05,west,1.8,1.2,0.35,3.5,19.778,24.042,0.7679,-21.071
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,concrete,0.2,rcc_slab,0.15,eps,0.1,north,0.6,1.2,0.85,5.8,20.351,24.671,0.7738,-21.059
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,plywood,0.012,gi_sheet,0.002,eps,0.05,south,1.2,1.2,0.85,5.8,22.886,31.514,0.8452,-20.259
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,gi_sheet,0.002,mineral_wool,0.025,south,1.5,1.5,0.35,2.6,20.068,24.471,0.7857,-21.05
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,concrete,0.2,mineral_wool,0.025,north,0.9,0.9,0.35,5.8,22.726,27.225,0.9226,-20.818
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,brick,0.115,puf_sandwich_panel,0.075,none,0.0,north,1.8,0.9,0.45,5.8,21.366,29.14,0.7857,-20.912
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,rammed_earth,0.3,gi_sheet,0.002,mineral_wool,0.1,south,0.9,0.6,0.85,2.6,19.888,24.056,0.7619,-21.057
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,0.0,concrete,0.2,rcc_slab,0.25,mineral_wool,0.05,east,0.6,1.5,0.55,3.5,20.011,24.371,0.7738,-21.07
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,45.0,brick,0.345,gi_sheet,0.002,eps,0.025,east,1.8,0.6,0.65,5.8,20.299,24.837,0.7798,-21.075
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,90.0,concrete,0.3,rcc_slab,0.1,mineral_wool,0.05,south,0.6,0.9,0.65,3.5,19.046,23.384,0.6726,-21.088
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,puf_sandwich_panel,0.15,none,0.0,east,1.8,0.6,0.65,3.5,20.273,33.79,0.4583,-24.887
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,plywood,0.012,concrete,0.15,mineral_wool,0.1,west,0.6,1.2,0.35,5.8,22.254,26.719,0.9226,-20.77
Leh,34.1526,77.5771,cold,3.0,3.0,2.6,135.0,rammed_earth,0.45,brick,0.23,mineral_wool,0.05,east,1.5,0.6,0.45,2.6,18.066,22.631,0.6369,-21.104
